timestamp,open,high,low,close,volume
2025-12-19 09:45:00,88029.9,88105.04,87987.67,88105.03,67.44239
2025-12-19 10:00:00,88105.03,88300.5,88036.75,88185.37,100.53963
2025-12-19 10:15:00,88185.37,88249.99,87921.41,87955.83,143.55476
2025-12-19 10:30:00,87955.83,88132.06,87933.12,88065.02,72.59588
2025-12-19 10:45:00,88065.03,88341.29,88065.02,88267.09,210.38842
2025-12-19 11:00:00,88267.09,88385.06,88138.51,88337.97,96.25257
2025-12-19 11:15:00,88337.96,88379.43,88180.0,88281.59,83.27155
2025-12-19 11:30:00,88281.58,88362.37,88165.26,88287.73,88.85726
2025-12-19 11:45:00,88287.74,88324.86,88185.48,88198.7,80.41635
2025-12-19 12:00:00,88198.7,88256.91,87886.9,88203.02,192.33021
2025-12-19 12:15:00,88203.02,88280.06,87995.9,88017.23,130.47682
2025-12-19 12:30:00,88017.24,88080.0,87961.59,88046.81,175.43204
2025-12-19 12:45:00,88046.81,88147.27,87846.03,87855.92,290.25974
2025-12-19 13:00:00,87855.92,88047.53,87855.91,88002.05,190.72605
2025-12-19 13:15:00,88002.05,88056.98,87906.89,88041.52,143.74776
2025-12-19 13:30:00,88041.53,88220.41,87825.19,88112.33,278.39733
2025-12-19 13:45:00,88112.33,88112.33,87895.01,87997.14,202.51946
2025-12-19 14:00:00,87997.13,88213.61,87919.01,88157.2,209.61458
2025-12-19 14:15:00,88157.21,88357.33,87850.0,88032.38,288.21824
2025-12-19 14:30:00,88032.37,88552.17,87514.59,88501.78,888.82507
2025-12-19 14:45:00,88501.79,88537.15,87909.03,88180.01,462.07897
2025-12-19 15:00:00,88180.0,88833.84,87962.3,88762.41,491.94588
2025-12-19 15:15:00,88762.42,89399.97,88063.42,88192.12,1216.71684
2025-12-19 15:30:00,88192.12,88410.0,87925.46,88039.69,447.38894
2025-12-19 15:45:00,88039.69,88069.58,87692.77,87951.87,380.04041
2025-12-19 16:00:00,87951.86,88500.0,87881.92,88380.0,293.75188
2025-12-19 16:15:00,88380.0,88469.22,88258.64,88418.12,147.2909
2025-12-19 16:30:00,88418.12,88882.55,88365.19,88509.94,308.30121
2025-12-19 16:45:00,88509.93,88528.68,87872.91,87983.25,260.08169
2025-12-19 17:00:00,87983.24,88303.21,87888.25,88089.14,277.24445
2025-12-19 17:15:00,88089.15,88346.96,87578.62,87609.86,450.56362
2025-12-19 17:30:00,87609.86,87717.68,86912.58,87117.72,654.46403
2025-12-19 17:45:00,87117.72,87452.43,86873.14,86943.25,405.33474
2025-12-19 18:00:00,86943.26,87248.76,86846.16,87193.5,184.42727
2025-12-19 18:15:00,87193.5,87466.09,87066.25,87335.02,185.969
2025-12-19 18:30:00,87335.01,87359.73,86939.29,87018.92,138.61381
2025-12-19 18:45:00,87018.92,87313.12,86938.97,87155.44,147.69094
2025-12-19 19:00:00,87155.43,87404.23,87134.6,87297.48,179.01375
2025-12-19 19:15:00,87297.49,87803.26,87297.49,87658.01,463.62753
2025-12-19 19:30:00,87658.0,88009.46,87586.03,87979.19,342.50631
2025-12-19 19:45:00,87979.19,88125.67,87796.58,87845.92,145.72933
2025-12-19 20:00:00,87845.92,87970.1,87614.79,87780.01,187.67759
2025-12-19 20:15:00,87780.01,88201.59,87691.22,88036.42,203.30139
2025-12-19 20:30:00,88036.42,88416.0,87892.36,88054.88,317.24614
2025-12-19 20:45:00,88054.87,88393.69,87950.0,88099.6,262.73421
2025-12-19 21:00:00,88099.59,88099.6,87896.6,87914.79,116.88007
2025-12-19 21:15:00,87914.79,88098.0,87893.61,87993.37,102.118
2025-12-19 21:30:00,87993.37,88070.2,87908.2,87908.2,62.89666
2025-12-19 21:45:00,87908.2,87946.96,87800.0,87839.4,61.6739
2025-12-19 22:00:00,87839.39,88213.62,87839.39,88049.9,86.53274
2025-12-19 22:15:00,88049.9,88311.02,88049.89,88218.45,83.60858
2025-12-19 22:30:00,88218.44,88389.5,88140.0,88389.49,63.94213
2025-12-19 22:45:00,88389.49,88426.85,88221.48,88344.78,94.51594
2025-12-19 23:00:00,88344.77,88360.0,88251.93,88263.01,48.73242
2025-12-19 23:15:00,88263.01,88354.82,88254.99,88329.46,61.83878
2025-12-19 23:30:00,88329.46,88329.46,88157.83,88231.14,63.80835
2025-12-19 23:45:00,88231.15,88231.15,88133.85,88136.94,42.72813
2025-12-20 00:00:00,88136.95,88167.48,88022.82,88123.72,71.97024
2025-12-20 00:15:00,88123.72,88188.0,88082.12,88169.38,56.04153
2025-12-20 00:30:00,88169.38,88178.04,88065.0,88084.42,48.67291
2025-12-20 00:45:00,88084.43,88117.37,87961.6,88005.63,61.95018
2025-12-20 01:00:00,88005.63,88106.0,88005.62,88093.42,37.86426
2025-12-20 01:15:00,88093.43,88165.27,88092.15,88137.6,81.15261
2025-12-20 01:30:00,88137.61,88137.61,88042.23,88042.24,61.80086
2025-12-20 01:45:00,88042.23,88126.94,88042.23,88075.89,55.92528
2025-12-20 02:00:00,88075.89,88080.0,87988.67,88051.01,52.11798
2025-12-20 02:15:00,88051.01,88140.0,88051.0,88116.17,38.39256
2025-12-20 02:30:00,88116.18,88311.86,88114.38,88311.86,211.17832
2025-12-20 02:45:00,88311.87,88311.87,88185.55,88204.04,63.32198
2025-12-20 03:00:00,88204.03,88252.82,88176.45,88176.46,28.59102
2025-12-20 03:15:00,88176.46,88311.88,88176.45,88306.68,41.318
2025-12-20 03:30:00,88306.68,88339.27,88295.21,88299.44,48.63918
2025-12-20 03:45:00,88299.44,88299.45,88214.98,88214.98,25.51024
2025-12-20 04:00:00,88214.98,88250.0,88123.07,88138.49,46.75294
2025-12-20 04:15:00,88138.49,88238.91,88138.48,88221.69,60.68234
2025-12-20 04:30:00,88221.69,88310.44,88221.68,88273.11,26.45269
2025-12-20 04:45:00,88273.1,88338.31,88237.48,88295.37,64.37934
2025-12-20 05:00:00,88295.38,88360.0,88275.19,88352.83,54.11298
2025-12-20 05:15:00,88352.83,88494.99,88350.0,88400.0,74.30951
2025-12-20 05:30:00,88400.0,88573.07,88373.3,88510.0,117.43762
2025-12-20 05:45:00,88509.41,88509.41,88295.31,88295.31,60.38913
2025-12-20 06:00:00,88295.31,88444.54,88275.92,88439.31,23.64947
2025-12-20 06:15:00,88439.32,88439.32,88356.83,88356.83,24.84379
2025-12-20 06:30:00,88356.84,88356.84,88291.71,88308.53,26.44979
2025-12-20 06:45:00,88308.53,88340.0,88277.08,88305.81,24.52928
2025-12-20 07:00:00,88305.81,88328.84,88220.09,88297.48,45.7237
2025-12-20 07:15:00,88297.49,88301.54,88189.67,88230.0,63.2582
2025-12-20 07:30:00,88230.0,88265.33,88191.18,88205.04,42.23937
2025-12-20 07:45:00,88205.04,88275.41,88190.05,88275.41,42.66177
2025-12-20 08:00:00,88275.41,88386.37,88275.41,88311.16,38.24468
2025-12-20 08:15:00,88311.17,88413.36,88311.16,88355.83,39.52375
2025-12-20 08:30:00,88355.83,88428.0,88341.33,88346.96,40.44722
2025-12-20 08:45:00,88346.97,88349.85,88257.21,88257.21,71.92347
2025-12-20 09:00:00,88257.21,88304.43,88220.61,88300.0,44.85003
2025-12-20 09:15:00,88300.0,88339.05,88299.99,88304.27,33.33139
2025-12-20 09:30:00,88304.28,88333.77,88256.43,88261.36,50.9268
2025-12-20 09:45:00,88261.37,88272.07,88224.0,88224.0,42.04595
2025-12-20 10:00:00,88224.0,88288.21,88199.61,88258.17,88.35945
2025-12-20 10:15:00,88258.17,88258.18,88129.27,88158.66,56.08714
2025-12-20 10:30:00,88158.67,88192.6,88150.58,88192.6,78.70427
2025-12-20 10:45:00,88192.6,88204.62,88135.45,88163.99,32.73739
2025-12-20 11:00:00,88163.99,88163.99,88107.35,88138.16,34.43596
2025-12-20 11:15:00,88138.17,88313.2,88138.15,88239.7,113.4975
2025-12-20 11:30:00,88239.7,88293.14,88232.49,88273.22,30.99985
2025-12-20 11:45:00,88273.23,88300.0,88251.35,88277.66,25.60818
2025-12-20 12:00:00,88277.66,88335.0,88251.17,88266.51,43.11649
2025-12-20 12:15:00,88266.52,88266.52,88217.21,88217.65,44.97798
2025-12-20 12:30:00,88217.64,88217.65,88195.51,88205.72,23.12535
2025-12-20 12:45:00,88205.73,88256.09,88205.72,88256.08,29.5654
2025-12-20 13:00:00,88256.07,88343.73,88110.0,88152.48,86.33773
2025-12-20 13:15:00,88152.48,88165.27,87795.76,88021.07,262.46366
2025-12-20 13:30:00,88021.08,88200.0,88001.8,88190.72,76.93564
2025-12-20 13:45:00,88190.73,88273.18,88190.72,88270.39,65.78251
2025-12-20 14:00:00,88270.39,88270.39,88012.0,88088.97,110.08326
2025-12-20 14:15:00,88088.97,88128.94,88065.67,88103.8,55.56184
2025-12-20 14:30:00,88103.81,88192.84,88103.8,88188.04,54.22029
2025-12-20 14:45:00,88188.03,88287.84,88187.28,88260.88,109.49836
2025-12-20 15:00:00,88260.89,88267.1,88186.08,88199.99,55.8412
2025-12-20 15:15:00,88200.0,88212.44,88025.96,88109.31,192.53161
2025-12-20 15:30:00,88109.31,88169.63,88102.85,88165.26,59.39383
2025-12-20 15:45:00,88165.26,88206.62,88165.26,88178.71,46.24022
2025-12-20 16:00:00,88178.72,88242.55,88172.0,88191.84,46.54149
2025-12-20 16:15:00,88191.84,88207.37,88180.0,88181.7,27.78753
2025-12-20 16:30:00,88181.71,88181.71,88133.65,88138.65,47.0652
2025-12-20 16:45:00,88138.66,88168.67,88134.74,88149.72,20.06141
2025-12-20 17:00:00,88149.72,88233.73,88103.54,88164.99,37.33544
2025-12-20 17:15:00,88164.99,88258.22,88164.99,88245.3,59.19953
2025-12-20 17:30:00,88245.31,88245.31,88176.0,88203.4,29.85949
2025-12-20 17:45:00,88203.4,88225.95,88181.79,88181.8,18.66774
2025-12-20 18:00:00,88181.8,88213.91,88151.97,88157.86,70.17728
2025-12-20 18:15:00,88157.87,88208.46,88157.86,88205.52,18.09446
2025-12-20 18:30:00,88205.52,88211.48,88185.79,88191.21,26.8191
2025-12-20 18:45:00,88191.2,88418.73,88191.2,88313.21,88.78984
2025-12-20 19:00:00,88313.22,88329.03,88217.8,88303.88,28.30734
2025-12-20 19:15:00,88303.88,88303.88,88245.26,88267.09,22.98635
2025-12-20 19:30:00,88267.09,88267.09,88228.2,88238.9,12.09164
2025-12-20 19:45:00,88238.9,88238.9,88201.14,88232.92,20.32107
2025-12-20 20:00:00,88232.92,88264.5,88211.17,88263.85,35.96692
2025-12-20 20:15:00,88263.85,88285.64,88259.69,88271.33,27.0994
2025-12-20 20:30:00,88271.33,88312.72,88230.24,88230.24,25.93807
2025-12-20 20:45:00,88230.24,88271.6,88230.24,88271.6,39.50538
2025-12-20 21:00:00,88271.6,88320.55,88271.09,88304.25,50.53713
2025-12-20 21:15:00,88304.25,88443.44,88292.0,88296.27,55.48282
2025-12-20 21:30:00,88296.28,88308.65,88290.58,88290.6,16.86311
2025-12-20 21:45:00,88290.6,88290.6,88184.96,88208.73,46.77808
2025-12-20 22:00:00,88208.74,88248.78,88165.26,88180.48,44.67656
2025-12-20 22:15:00,88180.49,88223.98,88154.06,88211.65,48.84141
2025-12-20 22:30:00,88211.66,88303.93,88211.65,88255.62,34.96511
2025-12-20 22:45:00,88255.63,88339.99,88252.02,88279.35,53.55452
2025-12-20 23:00:00,88279.34,88330.33,88252.78,88330.33,43.07485
2025-12-20 23:15:00,88330.33,88365.63,88264.9,88284.17,24.73536
2025-12-20 23:30:00,88284.18,88329.91,88280.85,88321.07,27.11145
2025-12-20 23:45:00,88321.08,88423.31,88319.87,88360.9,54.17939
2025-12-21 00:00:00,88360.91,88392.54,88306.0,88326.49,32.84177
2025-12-21 00:15:00,88326.49,88416.0,88326.48,88414.72,43.16348
2025-12-21 00:30:00,88414.73,88433.64,88306.72,88336.8,37.31568
2025-12-21 00:45:00,88336.8,88387.93,88325.16,88387.92,21.14732
2025-12-21 01:00:00,88387.93,88387.93,88289.45,88300.65,19.80736
2025-12-21 01:15:00,88300.64,88322.14,88290.0,88290.01,16.03157
2025-12-21 01:30:00,88290.01,88290.01,88063.42,88092.14,151.95853
2025-12-21 01:45:00,88092.15,88156.78,88011.83,88011.83,92.13756
2025-12-21 02:00:00,88011.84,88149.99,88000.0,88027.67,109.54931
2025-12-21 02:15:00,88027.67,88027.67,87869.35,87955.12,94.52321
2025-12-21 02:30:00,87955.12,88043.79,87921.66,87948.07,77.15813
2025-12-21 02:45:00,87948.07,88017.2,87886.54,87943.76,110.95396
2025-12-21 03:00:00,87943.76,88097.15,87934.48,88025.27,52.88452
2025-12-21 03:15:00,88025.28,88150.0,88021.93,88062.87,43.31409
2025-12-21 03:30:00,88062.86,88128.12,88040.43,88049.24,45.5058
2025-12-21 03:45:00,88049.25,88072.24,88049.24,88070.64,43.12458
2025-12-21 04:00:00,88070.64,88149.13,88050.0,88072.23,111.14088
2025-12-21 04:15:00,88072.23,88124.43,88072.22,88119.46,27.7993
2025-12-21 04:30:00,88119.45,88132.0,88079.78,88079.79,21.59686
2025-12-21 04:45:00,88079.79,88079.79,88051.0,88065.83,19.80258
2025-12-21 05:00:00,88065.83,88117.39,88054.05,88109.63,18.16881
2025-12-21 05:15:00,88109.62,88150.01,88056.43,88133.28,23.67845
2025-12-21 05:30:00,88133.28,88144.84,88109.36,88109.37,15.48704
2025-12-21 05:45:00,88109.37,88139.81,88100.67,88138.95,10.39892
2025-12-21 06:00:00,88138.95,88193.04,88114.55,88178.76,21.80588
2025-12-21 06:15:00,88178.76,88201.59,88147.21,88161.37,38.08346
2025-12-21 06:30:00,88161.37,88180.0,88112.14,88112.15,22.41421
2025-12-21 06:45:00,88112.15,88128.94,88068.36,88090.72,24.93715
2025-12-21 07:00:00,88090.73,88148.75,88090.72,88116.15,15.96229
2025-12-21 07:15:00,88116.16,88142.16,88103.65,88109.12,28.47731
2025-12-21 07:30:00,88109.13,88130.54,88054.61,88063.42,33.09774
2025-12-21 07:45:00,88063.43,88174.79,88063.42,88174.79,22.72231
2025-12-21 08:00:00,88174.79,88190.0,88141.87,88157.5,32.46717
2025-12-21 08:15:00,88157.5,88259.54,88144.49,88259.0,50.92443
2025-12-21 08:30:00,88259.0,88767.2,88239.99,88605.96,196.38434
2025-12-21 08:45:00,88605.97,88652.72,88461.91,88537.87,146.89208
2025-12-21 09:00:00,88537.88,88788.38,88500.3,88694.02,132.73724
2025-12-21 09:15:00,88694.03,88796.19,88643.01,88643.85,78.68309
2025-12-21 09:30:00,88643.84,88940.0,88639.62,88834.1,139.03499
2025-12-21 09:45:00,88834.1,89081.77,88834.1,88892.82,185.49969
2025-12-21 10:00:00,88892.82,88979.94,88770.0,88792.0,106.95976
2025-12-21 10:15:00,88792.0,88840.01,88719.06,88756.94,99.76622
2025-12-21 10:30:00,88756.95,88808.35,88580.52,88725.11,83.75572
2025-12-21 10:45:00,88725.12,88728.37,88590.25,88669.78,31.20025
2025-12-21 11:00:00,88669.78,88671.71,88588.11,88642.42,51.96875
2025-12-21 11:15:00,88642.42,88750.0,88604.4,88681.33,42.41579
2025-12-21 11:30:00,88681.32,88703.99,88590.36,88605.98,34.07935
2025-12-21 11:45:00,88605.98,88647.5,88592.0,88601.57,27.04718
2025-12-21 12:00:00,88601.57,88778.7,88599.23,88754.05,45.32865
2025-12-21 12:15:00,88754.05,88920.01,88754.04,88830.42,84.55596
2025-12-21 12:30:00,88830.43,88908.18,88558.8,88572.6,69.95856
2025-12-21 12:45:00,88572.6,88648.0,88463.78,88638.01,73.97665
2025-12-21 13:00:00,88638.01,88694.32,88280.62,88350.0,165.29465
2025-12-21 13:15:00,88350.0,88352.0,88200.19,88212.34,159.45535
2025-12-21 13:30:00,88212.34,88222.92,87731.46,87934.72,492.3443
2025-12-21 13:45:00,87934.72,87956.48,87600.04,87670.1,212.24893
2025-12-21 14:00:00,87670.1,88148.34,87615.07,87887.27,303.6632
2025-12-21 14:15:00,87887.27,88023.16,87800.0,87908.55,121.77382
2025-12-21 14:30:00,87908.56,88053.84,87836.12,88050.57,67.08583
2025-12-21 14:45:00,88050.57,88081.69,87960.63,88065.18,43.31399
2025-12-21 15:00:00,88065.19,88075.92,87915.66,87943.53,89.64499
2025-12-21 15:15:00,87943.53,87970.53,87813.0,87900.0,106.64583
2025-12-21 15:30:00,87900.0,88104.71,87893.54,88000.0,67.50258
2025-12-21 15:45:00,88000.0,88272.34,87974.1,88067.95,103.71552
2025-12-21 16:00:00,88067.96,88160.0,88000.0,88049.62,63.46714
2025-12-21 16:15:00,88049.62,88350.0,87985.11,88224.39,125.43659
2025-12-21 16:30:00,88224.39,88270.99,88177.0,88188.79,84.50414
2025-12-21 16:45:00,88188.79,88369.0,88177.01,88359.18,160.72393
2025-12-21 17:00:00,88359.18,88439.97,88341.5,88412.91,124.00195
2025-12-21 17:15:00,88412.91,88494.97,88280.67,88307.64,79.88384
2025-12-21 17:30:00,88307.64,88391.96,88298.54,88391.96,44.53098
2025-12-21 17:45:00,88391.96,88409.82,88289.3,88324.14,44.16245
2025-12-21 18:00:00,88324.14,88324.14,87950.0,87986.61,84.58842
2025-12-21 18:15:00,87986.61,88126.26,87964.82,88126.25,36.2509
2025-12-21 18:30:00,88126.25,88299.69,88113.87,88278.53,45.46862
2025-12-21 18:45:00,88278.53,88451.84,88270.26,88445.09,57.61162
2025-12-21 19:00:00,88445.08,88510.15,88326.01,88379.28,73.13425
2025-12-21 19:15:00,88379.29,88390.0,88323.49,88358.45,24.89849
2025-12-21 19:30:00,88358.45,88424.6,88201.58,88420.95,107.05323
2025-12-21 19:45:00,88420.95,88600.0,88359.99,88484.01,84.75116
2025-12-21 20:00:00,88484.01,88500.0,88312.31,88312.32,47.31798
2025-12-21 20:15:00,88312.32,88354.7,88280.54,88291.74,28.63776
2025-12-21 20:30:00,88291.73,88319.77,88278.41,88291.66,19.31141
2025-12-21 20:45:00,88291.66,88291.66,88230.76,88230.96,32.51495
2025-12-21 21:00:00,88230.97,88280.0,88180.33,88267.32,26.4034
2025-12-21 21:15:00,88267.32,88368.83,88261.33,88341.6,16.67069
2025-12-21 21:30:00,88341.6,88368.83,88214.46,88235.27,34.12667
2025-12-21 21:45:00,88235.27,88240.73,88091.96,88162.86,74.37591
2025-12-21 22:00:00,88162.86,88370.59,88120.99,88370.59,28.37118
2025-12-21 22:15:00,88370.59,88470.0,88252.06,88357.8,64.81828
2025-12-21 22:30:00,88357.8,88441.24,88297.82,88378.26,38.06024
2025-12-21 22:45:00,88378.27,88494.99,88368.71,88483.63,45.55461
2025-12-21 23:00:00,88483.64,88823.52,88483.63,88521.7,181.7223
2025-12-21 23:15:00,88521.7,88650.0,88450.0,88450.0,69.41673
2025-12-21 23:30:00,88450.0,88569.98,88374.74,88483.85,48.65871
2025-12-21 23:45:00,88483.85,88658.87,88483.85,88658.86,43.12913
2025-12-22 00:00:00,88658.87,89481.72,88658.86,89480.0,414.92648
2025-12-22 00:15:00,89480.01,89627.24,88787.96,89005.79,372.18991
2025-12-22 00:30:00,89005.78,89300.0,88824.96,89127.98,126.17953
2025-12-22 00:45:00,89127.98,89232.93,88613.87,88622.4,196.50956
2025-12-22 01:00:00,88622.4,89028.98,88516.0,88970.33,345.26262
2025-12-22 01:15:00,88971.36,89148.47,88947.95,89014.01,60.809
2025-12-22 01:30:00,89014.01,89279.31,89011.93,89081.86,57.60123
2025-12-22 01:45:00,89081.86,89141.87,88556.76,88626.31,130.1859
2025-12-22 02:00:00,88626.31,88658.22,87900.0,88181.43,412.14612
2025-12-22 02:15:00,88181.43,88433.62,88100.0,88327.95,91.23121
2025-12-22 02:30:00,88327.96,88541.92,88296.0,88385.87,78.43967
2025-12-22 02:45:00,88385.87,88549.26,88385.86,88458.27,57.21118
2025-12-22 03:00:00,88458.27,88637.23,88283.4,88583.78,77.10632
2025-12-22 03:15:00,88583.77,88850.0,88579.14,88771.6,73.99284
2025-12-22 03:30:00,88771.61,88833.12,88620.66,88711.41,83.21817
2025-12-22 03:45:00,88711.42,88818.21,88680.16,88774.12,42.97018
2025-12-22 04:00:00,88774.13,88835.52,88712.11,88777.92,41.6406
2025-12-22 04:15:00,88777.93,89026.43,88777.92,88948.35,67.19746
2025-12-22 04:30:00,88948.35,89020.0,88804.91,89001.94,68.47344
2025-12-22 04:45:00,89001.94,89034.44,88860.0,88904.99,139.47565
2025-12-22 05:00:00,88905.0,89000.0,88829.9,88831.17,99.31492
2025-12-22 05:15:00,88831.16,88893.87,88762.43,88797.72,66.01313
2025-12-22 05:30:00,88797.72,89000.0,88778.0,88917.19,35.55989
2025-12-22 05:45:00,88917.2,88989.61,88798.24,88831.34,59.29575
2025-12-22 06:00:00,88831.34,88873.29,88730.07,88752.75,46.78571
2025-12-22 06:15:00,88752.76,88912.0,88748.47,88839.14,68.39678
2025-12-22 06:30:00,88839.15,89008.0,88832.93,88970.01,47.53601
2025-12-22 06:45:00,88970.0,88984.82,88883.73,88909.26,59.8912
2025-12-22 07:00:00,88909.26,89196.23,88891.63,89148.08,91.74008
2025-12-22 07:15:00,89148.09,89165.91,89063.01,89111.24,69.94166
2025-12-22 07:30:00,89111.25,89200.0,89070.46,89146.19,103.06157
2025-12-22 07:45:00,89146.19,89185.0,89023.88,89170.1,226.37957
2025-12-22 08:00:00,89170.1,89271.2,89093.44,89195.55,131.86681
2025-12-22 08:15:00,89195.55,89900.0,89195.55,89815.81,328.04389
2025-12-22 08:30:00,89815.81,89908.71,89581.19,89746.4,216.59589
2025-12-22 08:45:00,89746.41,89771.17,89214.6,89334.2,245.23287
2025-12-22 09:00:00,89334.21,89529.73,89301.0,89337.62,109.55836
2025-12-22 09:15:00,89337.63,89641.84,89316.87,89583.89,84.19049
2025-12-22 09:30:00,89583.89,89718.0,89486.17,89600.39,111.14211
2025-12-22 09:45:00,89600.38,89836.89,89568.96,89829.6,136.70436
2025-12-22 10:00:00,89829.6,89868.0,89615.38,89687.48,140.3856
2025-12-22 10:15:00,89687.48,89829.53,89670.56,89696.06,137.5872
2025-12-22 10:30:00,89696.06,89850.0,89696.05,89822.35,87.74259
2025-12-22 10:45:00,89822.36,89853.12,89778.94,89778.94,70.19995
2025-12-22 11:00:00,89778.95,89883.24,89700.0,89790.0,71.77389
2025-12-22 11:15:00,89790.01,89897.75,89656.38,89838.14,78.89346
2025-12-22 11:30:00,89838.15,90095.21,89781.2,89866.95,467.18306
2025-12-22 11:45:00,89866.94,90118.0,89866.94,89945.43,205.80146
2025-12-22 12:00:00,89945.43,90110.0,89866.0,90078.84,185.87543
2025-12-22 12:15:00,90079.24,90306.85,90079.24,90300.01,381.53117
2025-12-22 12:30:00,90300.01,90588.23,90062.95,90163.34,362.40492
2025-12-22 12:45:00,90163.33,90306.93,90073.89,90208.48,151.48863
2025-12-22 13:00:00,90208.49,90319.98,90077.07,90152.47,122.8235
2025-12-22 13:15:00,90152.47,90171.6,89984.4,90125.52,182.02718
2025-12-22 13:30:00,90125.52,90125.52,89731.72,89768.72,184.91772
2025-12-22 13:45:00,89768.73,89968.66,89768.72,89912.37,125.10542
2025-12-22 14:00:00,89912.38,90130.68,89912.37,89979.85,105.48597
2025-12-22 14:15:00,89979.85,90182.54,89953.16,89953.17,108.50613
2025-12-22 14:30:00,89953.17,90200.0,89440.5,89832.27,561.57901
2025-12-22 14:45:00,89832.25,90293.28,89734.0,90126.43,272.28337
2025-12-22 15:00:00,90126.44,90454.74,89614.86,89614.87,308.95965
2025-12-22 15:15:00,89614.86,89850.0,89196.42,89608.96,368.88682
2025-12-22 15:30:00,89608.96,89665.88,89208.79,89407.61,286.04209
2025-12-22 15:45:00,89407.61,89896.66,89281.99,89726.92,234.80514
2025-12-22 16:00:00,89726.93,89960.0,89662.0,89815.07,181.51609
2025-12-22 16:15:00,89815.07,90127.0,89815.07,90084.06,141.88172
